"","age","gender","occupation","qqm","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","soc_7","soc_8","soc_9","soc_10","soc_11","soc_12","soc_13","soc_14","soc_15","soc_16","soc_17","soc_18","soc_19","soc_20","soc_21","soc_22","soc_23","soc_24","gbs_1","gbs_2","gbs_3","gbs_4","gbs_5","gbs_6","gbs_7","gbs_8","gbs_9","gbs_10","gbs_11","gbs_12"
"321",21,"prefer not to say","unemployed","no",3,2,2,2,3,2,3,4,1,4,1,2,1,1,2,2,4,4,4,2,2,2,3,2,3,2,2,1,3,1,4,2,2,5,4,2
"322",24,"female","employed","no",4,3,3,3,4,2,4,5,4,4,4,4,4,3,3,4,3,4,4,2,3,4,5,4,4,4,4,4,4,4,2,2,2,2,2,2
"323",21,"female","unemployed","no",3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,2,4,3,5,4,4,4,4,4,4,2,2,2,2,2,2
"324",22,"female","employed","no",2,3,4,4,3,4,3,4,4,4,4,4,3,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,3,2,2,3,3
"325",51,"female","employed","no",2,3,2,4,3,2,4,4,4,4,2,3,4,2,2,4,4,3,2,4,2,2,4,4,3,4,3,4,4,2,4,4,4,4,4,4
"326",23,"female","employed","no",4,5,3,4,4,5,4,3,4,4,3,4,4,4,4,4,3,4,5,4,4,5,4,4,3,4,4,4,3,4,3,3,3,4,3,3
"327",21,"other","current student","no",2,5,2,2,3,3,3,2,4,4,4,4,3,4,4,3,4,5,3,3,2,2,1,2,2,4,3,2,3,3,4,5,4,4,4,4
"328",55,"female","employed","no",5,4,5,3,4,4,5,2,4,4,5,4,5,5,4,3,4,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,2,1,1,1
"329",20,"female","current student","no",5,5,4,2,4,3,5,2,4,5,3,4,4,4,3,5,5,5,4,3,3,5,2,3,3,5,3,4,3,4,4,2,3,4,3,3
"330",20,"female","current student","no",3,5,4,5,5,5,5,3,4,5,5,4,5,4,4,5,4,5,3,5,3,4,2,4,5,5,4,5,5,5,2,1,2,1,1,1
"331",19,"female","current student","no",5,4,4,4,5,4,5,4,4,5,4,5,5,4,4,5,5,5,4,5,4,4,4,5,4,4,5,4,4,4,4,2,2,3,2,2
"332",20,"female","current student","no",2,2,2,2,4,3,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,2,2,2,4
"333",19,"female","current student","no",4,4,4,4,4,5,5,1,5,5,4,4,4,4,4,4,4,5,4,3,5,4,2,2,4,4,4,4,4,4,2,3,4,2,2,2
"334",20,"female","current student","no",5,4,4,2,5,4,4,2,5,4,5,5,4,5,4,3,4,5,5,3,5,5,4,4,4,3,4,4,4,4,2,2,4,2,1,2
"335",24,"female","current student","no",4,4,4,4,4,2,5,1,4,4,5,3,4,4,2,3,4,5,4,2,4,4,4,4,3,1,2,3,4,2,4,4,5,3,3,4
"336",19,"female","part-time","no",5,4,4,4,4,5,3,3,5,5,5,4,4,5,4,5,4,4,3,4,4,3,2,4,4,5,4,4,5,5,1,2,1,1,2,2
"337",20,"female","current student","no",2,2,4,4,4,4,2,2,4,5,4,5,3,5,4,5,3,4,2,4,4,2,2,4,3,5,4,3,4,3,4,2,2,2,2,1
"338",20,"female","current student","yes",3,4,4,4,5,4,4,2,4,4,4,5,4,4,4,5,4,4,2,4,2,2,2,4,4,5,4,4,4,4,2,2,2,2,1,2
"339",53,"female","employed","no",3,3,4,4,4,4,3,5,4,4,4,4,4,4,3,4,4,5,3,4,2,3,4,4,4,5,4,4,4,4,1,2,2,1,2,2
"340",23,"male","employed","no",5,4,5,4,5,4,5,4,4,5,5,4,4,5,4,5,2,5,2,4,1,4,3,4,5,5,5,5,5,4,1,2,1,1,1,2
"341",50,"female","part-time","no",2,4,4,4,3,4,3,4,4,5,5,4,3,3,4,4,3,4,4,4,3,4,4,4,5,5,4,4,4,3,1,1,1,1,1,1
"342",19,"female","current student","no",2,4,4,2,4,3,2,4,5,2,5,5,5,5,3,4,4,5,4,4,5,4,2,5,3,5,4,4,5,4,3,2,4,2,2,2
"343",20,"female","current student","yes",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"344",20,"male","current student","no",5,4,4,3,5,5,5,2,1,1,5,1,3,2,1,2,5,5,5,5,4,5,5,5,3,5,2,1,2,4,4,5,1,4,4,4
"345",19,"male","employed","no",4,4,5,5,4,4,4,5,4,2,4,4,4,5,5,4,5,5,4,4,5,4,5,5,4,4,4,4,4,4,2,2,1,2,2,2
"346",55,"female","employed","no",2,2,2,2,4,2,3,2,4,4,4,3,3,4,4,4,4,4,2,4,4,4,5,4,4,3,4,4,4,4,2,2,2,2,2,2
"347",20,"female","current student","no",4,4,4,3,4,4,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,2,2,2,2,2,2
"348",19,"female","current student","no",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,3,2,1,1,1
"349",21,"female","current student","no",5,2,4,3,5,5,3,2,5,5,3,4,4,4,3,5,4,5,2,4,4,3,5,4,4,5,3,3,4,5,4,3,1,2,2,2
"350",20,"male","current student","no",5,3,5,5,4,5,5,4,5,4,4,4,5,4,5,4,4,5,3,5,4,4,3,5,4,4,4,4,5,4,3,2,2,2,2,1
"351",20,"female","current student","no",3,3,3,4,3,4,3,3,4,5,4,4,4,4,4,5,3,4,4,4,3,4,3,4,4,3,4,4,4,4,2,2,3,2,2,1
"352",19,"female","current student","no",3,4,5,2,4,4,5,2,4,5,4,4,5,4,4,4,4,4,3,2,4,2,4,2,3,5,4,2,4,4,3,4,2,1,1,2
"353",62,"female","employed","no",2,2,3,4,4,2,2,4,4,4,4,4,4,4,4,4,3,3,2,4,2,2,3,5,4,4,4,2,4,3,3,2,3,3,3,2
"354",20,"female","current student","no",3,3,3,4,4,4,4,2,4,4,4,3,4,4,5,4,4,4,3,3,4,4,3,4,4,4,3,4,4,2,3,2,4,3,3,3
"355",27,"male","current student","no",4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,5,5,5,3,5,4,4,2,5,4,4,4,4,4,3,2,2,3,2,2,2
"356",19,"male","current student","no",4,5,5,4,4,4,4,4,4,5,4,5,5,4,4,4,5,5,4,4,4,5,4,5,4,4,5,4,4,4,2,2,2,2,3,2
"357",25,"female","employed","no",5,4,4,4,4,5,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,1,4,4,4,4,4,4,1,2,2,1,2,2
"358",61,"male","employed","no",2,2,3,3,4,2,2,4,4,3,4,4,3,4,3,5,2,3,3,3,2,2,3,3,4,5,3,4,3,3,3,3,3,3,2,2
"359",20,"female","current student","no",4,4,4,4,5,4,4,5,5,4,5,4,5,5,5,4,4,5,4,4,4,4,3,3,4,5,4,3,4,4,2,3,2,2,3,2
"360",84,"female","retired","no",3,2,2,4,4,4,2,4,4,5,4,4,4,4,4,5,2,3,2,2,2,2,2,3,3,4,3,4,4,3,3,2,3,3,3,2
"361",20,"male","current student","no",3,3,3,2,4,3,3,3,4,3,4,4,4,3,3,5,4,4,2,4,2,4,3,2,4,4,4,3,3,4,3,2,3,2,2,3
"362",54,"male","employed","no",2,2,2,3,2,4,2,3,1,4,4,1,4,3,3,1,2,3,3,3,2,3,3,4,3,3,3,3,3,3,3,2,2,2,2,3
"363",20,"female","current student","no",5,4,4,2,4,5,4,2,4,5,5,4,5,5,4,2,2,5,2,4,3,4,5,5,4,4,4,4,4,4,2,2,4,2,2,2
"364",20,"female","current student","no",5,4,5,4,5,5,5,3,5,5,4,4,5,5,4,4,5,5,3,5,2,5,4,5,4,5,4,4,5,4,2,2,1,2,2,2
"365",19,"female","current student","no",2,3,4,4,4,4,4,4,4,4,3,4,4,3,3,5,4,4,4,3,2,3,4,4,3,4,4,4,4,4,3,2,4,2,2,1
"366",21,"male","current student","no",5,4,4,3,4,4,4,2,3,5,4,5,4,5,5,5,4,5,4,5,2,5,2,5,5,3,4,4,4,4,2,1,2,2,1,1
"367",32,"female","employed","no",4,5,4,4,5,4,4,4,5,5,5,5,4,5,5,5,4,5,4,5,4,4,4,5,5,5,5,5,5,5,2,2,3,1,2,1
"368",20,"male","current student","no",3,4,3,4,4,2,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,2,2
"369",19,"female","current student","no",2,5,2,4,4,3,5,3,5,5,5,5,5,5,5,4,5,5,2,5,2,4,5,4,4,5,4,4,4,4,2,2,2,2,2,2
"370",19,"female","current student","no",4,2,5,2,5,5,5,2,3,1,5,4,4,5,3,3,4,5,4,2,2,5,1,4,4,4,1,4,4,3,3,5,4,4,2,2
"371",19,"female","current student","no",4,4,5,4,4,5,5,3,5,5,5,4,4,5,4,5,5,5,4,5,4,4,4,5,3,5,4,5,4,4,2,1,1,1,1,2
"372",20,"female","current student","no",4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"373",19,"female","current student","no",4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,1,1,2,1
"374",20,"female","part-time","no",2,5,4,4,4,4,4,2,4,5,5,5,5,5,4,5,4,5,2,4,5,2,2,5,4,5,4,4,4,5,1,2,1,2,1,2
"375",19,"female","current student","no",4,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,5,4,5,5,2,5,5,5,5,5,5,5,1,1,1,1,1,1
"376",22,"male","employed","no",2,4,4,3,4,3,4,4,4,4,5,4,4,4,3,4,3,4,2,3,3,4,4,4,4,5,4,4,4,4,2,1,2,2,2,2
"377",20,"female","current student","no",4,4,4,4,4,5,4,4,5,5,5,4,4,5,4,4,5,5,5,5,4,5,4,4,4,5,5,4,4,4,1,1,1,1,1,1
"378",22,"male","current student","no",3,4,4,4,4,5,4,4,4,5,5,5,4,4,4,5,4,5,3,4,4,3,3,5,4,4,4,4,4,4,2,2,2,2,2,2
"379",21,"female","employed","no",2,2,2,4,4,4,3,4,3,5,4,2,3,2,3,4,3,4,3,3,2,4,3,5,2,4,2,2,4,3,4,5,2,5,3,2
"380",49,"female","employed","no",3,5,4,4,4,4,4,3,4,5,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2
"381",22,"male","current student","no",4,4,4,5,4,4,4,4,3,5,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2
"382",54,"male","employed","no",4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,5,4,4,5,5,4,5,4,4,4,4,2,2,3,2,2,2
"383",18,"female","current student","no",2,5,4,4,4,4,4,5,4,5,4,4,4,4,2,4,3,4,2,4,3,4,2,5,3,4,4,3,4,4,3,2,2,2,2,3
"384",21,"male","current student","no",5,4,4,2,4,5,4,1,5,4,5,2,4,4,4,2,4,5,3,2,3,3,3,2,2,3,4,2,4,3,3,3,3,4,2,1
"385",20,"female","part-time","no",2,5,3,5,4,4,4,4,5,5,5,4,4,5,4,5,5,5,2,4,2,5,4,5,4,5,5,5,5,4,1,1,1,1,1,1
"386",60,"male","retired","no",1,2,3,3,3,2,2,4,2,2,4,3,3,4,2,3,2,4,2,2,1,2,1,4,3,3,2,2,3,2,4,4,2,4,4,4
"387",20,"female","current student","no",2,3,2,2,4,2,4,4,4,4,2,4,3,2,3,4,3,4,4,3,3,2,4,3,4,4,2,3,4,4,3,2,3,3,3,2
"388",53,"male","employed","no",4,4,3,4,4,3,4,3,4,3,4,4,4,5,3,4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,2,2,2,2,2,2
"389",19,"female","employed","no",2,5,4,5,3,4,2,2,4,5,5,4,4,4,4,5,4,5,3,5,4,5,4,4,4,4,4,4,4,4,1,1,2,1,1,1
"390",20,"male","current student","no",4,2,2,4,5,5,4,3,4,2,4,4,4,5,4,4,3,5,3,4,4,4,4,4,3,4,4,2,4,4,4,2,4,3,3,1
"391",21,"male","current student","no",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"392",20,"female","current student","no",5,5,5,5,5,5,5,3,4,5,5,5,5,5,4,5,5,5,5,4,4,3,3,4,5,5,4,4,5,5,3,2,2,4,3,1
"393",16,"female","current student","no",5,4,4,3,5,5,5,3,5,5,4,4,5,4,4,4,4,5,5,5,2,4,4,5,4,5,4,3,5,4,2,2,3,1,2,1
"394",20,"female","current student","no",2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,1,4,4,4,4,4,4,2,2,4,2,3,2
"395",20,"male","part-time","no",4,3,2,3,3,4,4,2,3,4,4,2,2,4,3,3,5,5,3,2,4,4,2,4,4,3,4,3,4,4,4,2,2,4,3,2
"396",62,"female","retired","no",4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,2,3,3,3
"397",20,"male","part-time","no",3,4,4,5,4,4,5,5,5,4,4,5,4,4,3,4,4,5,5,5,4,4,5,5,4,4,5,4,4,4,3,3,2,2,3,1
"398",20,"male","current student","no",2,4,3,2,4,2,4,2,5,4,5,5,4,4,4,4,4,4,3,3,2,4,2,4,3,4,3,3,3,4,3,2,1,2,2,2
"399",20,"female","current student","no",5,4,2,2,4,4,4,2,4,4,4,4,4,4,5,4,3,5,4,4,2,4,4,3,3,4,4,4,4,4,2,3,2,2,3,2
"400",19,"female","unemployed","no",4,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,4,5,4,5,3,5,5,4,5,4,5,5,5,5,1,1,1,2,1,4
"401",20,"male","current student","no",3,3,3,4,2,3,3,4,4,4,4,4,4,4,2,4,4,4,3,3,2,4,1,4,3,4,4,4,4,4,1,2,2,5,3,1
"402",20,"male","part-time","no",3,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,2,2,2,3,4
"403",20,"female","current student","no",4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,4,5,5,1,2,1,1,1,1
"404",75,"male","retired","no",2,4,4,3,3,4,2,4,3,4,4,4,3,3,3,4,3,4,2,4,2,3,4,4,3,4,3,3,3,3,3,2,2,2,3,4
"405",20,"female","current student","no",3,2,3,2,3,2,3,3,4,5,3,4,3,2,3,4,4,3,4,3,4,2,2,4,4,4,3,2,2,3,3,4,4,3,3,3
"406",53,"male","employed","no",3,2,2,2,4,3,3,4,4,4,4,3,3,3,3,4,4,4,2,4,2,4,3,4,4,2,4,4,3,4,2,2,2,2,2,2
"407",22,"male","employed","no",5,5,4,2,5,4,5,4,5,3,5,4,5,2,5,2,5,5,5,5,5,5,5,5,4,4,4,4,5,4,2,4,4,2,2,4
"408",20,"female","current student","no",2,2,4,2,4,4,2,2,4,5,4,4,4,2,4,4,4,5,4,4,4,4,5,5,3,2,4,2,4,2,5,2,5,4,5,2
"409",20,"female","current student","no",2,4,4,5,3,4,2,4,4,4,4,3,4,4,4,4,3,5,4,4,3,3,4,5,3,5,4,4,4,3,2,2,1,2,2,1
"410",19,"female","current student","no",3,4,4,4,5,5,4,5,4,5,4,4,4,4,4,5,4,5,4,4,5,4,5,5,3,4,4,4,4,4,3,2,2,2,2,2
"411",20,"male","current student","no",4,4,2,3,4,5,3,3,4,4,4,4,3,3,4,4,4,4,5,3,4,3,2,4,2,3,3,4,2,3,3,2,3,4,4,3
"412",19,"male","employed","no",5,4,2,3,5,5,5,5,5,5,5,3,5,5,4,5,5,5,4,1,5,5,1,2,4,5,2,3,5,5,2,4,2,4,2,2
"413",19,"female","current student","no",4,2,4,3,5,4,4,4,4,4,5,4,5,4,4,5,4,5,4,2,4,2,1,1,3,4,4,4,4,4,4,2,4,3,4,3
"414",18,"male","employed","no",3,4,4,5,3,3,3,5,3,3,4,4,3,3,3,5,4,3,3,3,3,3,2,4,3,3,3,3,3,4,2,1,3,2,2,2
"415",20,"female","current student","no",2,4,4,4,3,3,4,5,4,3,4,3,4,3,2,4,3,4,3,4,3,4,3,2,3,4,3,4,4,4,3,3,2,3,3,3
"416",21,"female","current student","no",3,5,3,5,4,4,4,3,4,5,4,4,4,4,5,5,5,5,5,5,2,5,5,4,5,4,4,4,4,4,2,2,1,1,1,1
"417",22,"other","current student","no",3,5,5,5,3,5,4,4,5,5,5,5,5,5,4,5,4,5,4,4,4,4,2,5,4,4,4,4,5,4,2,1,2,1,2,1
"418",21,"male","current student","no",4,4,3,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,3,4,4,4,2,4,4,4,4,4,4,4,1,2,2,1,1,1
"419",20,"female","current student","no",3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,3,3,4,2,2,3,3,3,2
"420",54,"female","employed","no",2,4,4,4,3,3,3,4,4,5,3,4,3,3,3,5,4,4,2,4,2,3,2,4,3,5,4,4,3,4,1,1,1,1,2,2
"421",20,"male","employed","no",3,4,4,3,4,4,4,2,3,5,3,4,4,3,2,5,5,4,2,5,4,5,5,4,4,5,5,4,4,4,2,2,3,3,2,2
"422",49,"female","part-time","no",4,5,4,4,4,4,4,5,4,5,4,5,4,4,5,4,4,4,4,4,2,4,5,5,4,4,4,4,4,5,2,2,1,1,2,2
"423",48,"female","retired","no",2,5,4,4,2,2,2,2,4,5,4,4,4,4,4,4,4,4,2,2,3,2,4,4,5,5,5,5,5,5,1,1,1,1,1,2
"424",53,"female","employed","no",2,4,2,2,2,4,2,4,5,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2
"425",51,"female","employed","no",4,4,3,2,4,4,4,2,4,5,2,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,2,4,2,2,2
"426",82,"female","retired","no",2,1,3,5,3,2,2,5,3,5,3,3,3,2,3,1,2,2,3,2,3,1,2,2,4,4,3,3,2,3,2,2,1,4,2,2
"427",23,"male","current student","no",4,5,5,4,4,4,5,4,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,2,1,1,1,2,1
"428",66,"male","retired","no",2,3,2,3,1,2,3,5,4,4,4,5,4,3,4,4,4,4,2,2,2,3,3,4,4,5,4,4,4,4,1,1,1,1,1,1
"429",19,"female","employed","no",3,4,3,3,4,3,3,3,4,5,5,3,5,4,5,3,3,5,4,4,3,4,4,4,3,4,4,3,4,4,2,3,3,3,1,2
"430",58,"female","unemployed","no",3,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,5,4,4,4,4,4,4,2,2,2,2,2,2
"431",16,"female","current student","no",4,3,3,3,4,4,4,4,2,4,2,3,3,2,2,3,4,4,4,4,4,4,3,4,2,4,2,3,3,3,4,3,2,3,4,2
"432",21,"prefer not to say","current student","no",2,2,2,2,4,2,3,3,4,4,4,3,2,3,3,4,4,4,4,2,4,4,4,4,2,3,2,2,2,3,5,4,2,4,4,4
"433",58,"male","employed","no",2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
"434",19,"female","current student","no",4,2,3,2,4,4,3,2,4,4,4,4,3,4,3,5,4,4,2,4,2,2,4,4,4,4,4,4,4,4,2,2,2,2,3,2
"435",54,"female","retired","no",2,4,4,4,4,4,2,3,4,4,5,4,3,4,4,4,4,4,3,4,2,4,2,4,4,3,4,4,4,3,2,2,2,2,2,3
"436",34,"male","employed","no",3,4,4,2,4,2,4,2,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2
"437",61,"female","employed","no",2,4,4,4,4,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,4,5,4,4,2,1,2,2,2,2
"438",51,"male","employed","no",1,4,4,4,2,2,2,4,4,4,4,4,4,5,4,4,4,4,2,4,4,2,4,2,4,4,3,3,4,3,4,4,2,2,2,2
"439",32,"female","employed","no",2,4,4,4,5,2,2,4,2,4,3,4,3,4,3,5,4,4,2,4,3,2,4,4,3,4,3,3,3,4,3,3,2,4,3,2
"440",20,"female","current student","no",4,3,3,4,4,4,4,3,5,4,4,3,5,4,5,5,4,5,3,4,4,4,3,4,3,4,4,4,4,5,2,3,2,2,3,1
"441",55,"female","employed","no",2,4,4,2,4,3,4,4,4,4,4,4,4,5,4,4,5,5,2,4,4,4,4,4,3,4,3,4,4,4,3,2,2,2,3,2
"442",24,"female","current student","no",3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,5,3,3,4,3,3,4,4,4,4,4,4,4,2,1,2,2,3,1
"443",46,"male","employed","no",5,5,3,4,4,4,5,4,4,5,5,4,4,3,3,5,4,5,4,4,4,5,3,4,4,5,4,4,4,4,2,1,1,1,1,1
"444",20,"female","current student","yes",4,2,4,2,4,4,4,2,3,4,3,4,3,2,4,3,4,5,4,4,4,4,3,5,5,4,5,3,4,3,1,2,3,2,1,1
"445",20,"female","part-time","no",5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,2,3,2,4,1
"446",20,"female","current student","no",3,4,5,4,5,5,4,4,5,4,4,4,4,4,4,5,4,4,3,4,4,4,4,5,4,5,4,3,4,4,2,2,2,2,2,2
"447",21,"female","current student","no",2,3,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"448",20,"female","current student","no",5,5,4,4,5,5,5,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,3,5,2,1,1,4
"449",22,"female","current student","no",5,4,4,4,3,5,5,4,4,5,4,4,3,4,4,3,4,5,4,4,3,5,4,2,5,5,4,4,4,4,2,2,1,2,1,2
"450",21,"female","current student","no",2,2,4,4,4,2,1,5,3,4,3,2,4,3,2,5,3,2,1,3,1,2,2,4,3,4,2,2,4,3,4,5,4,4,4,3
"451",20,"female","current student","no",4,4,4,5,5,5,5,4,4,5,4,4,5,4,5,4,4,5,4,5,4,4,3,4,4,5,4,4,4,4,3,2,2,1,2,2
"452",20,"female","part-time","no",4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,5,4,4,1,2,2,4,2,2
"453",19,"female","employed","no",1,1,2,2,3,2,3,4,2,3,3,3,3,3,3,2,3,4,1,3,2,4,2,4,2,3,2,2,2,2,4,4,5,5,4,3
"454",20,"female","current student","no",3,5,5,5,5,5,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,5,3,4,4,4,4,4,4,4,2,2,3,1,2,2
"455",27,"female","employed","no",4,5,4,4,5,5,5,4,4,5,5,4,5,5,3,4,5,5,4,5,4,5,3,5,3,5,3,4,4,5,2,4,1,1,2,3
"456",18,"female","current student","no",2,4,4,4,4,4,3,4,4,4,4,3,3,2,3,5,3,4,4,4,4,4,2,5,3,4,4,4,4,4,3,3,3,3,4,2
"457",21,"female","current student","no",1,3,5,4,4,4,1,2,5,4,4,4,4,3,4,2,2,3,1,4,1,2,4,2,4,4,3,2,4,2,4,4,2,4,4,2
"458",49,"female","unemployed","no",3,4,3,3,3,4,5,5,4,5,5,5,5,5,4,4,3,5,3,4,3,2,2,5,5,5,4,4,4,5,1,1,1,1,2,1
"459",NA,"male","employed","no",2,3,4,4,3,2,2,3,3,4,3,5,2,3,3,4,2,4,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3
"460",54,"female","employed","no",5,5,5,4,5,5,5,4,5,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,1,1,1,1,1,1
"461",35,"male","employed","no",4,3,4,3,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"462",19,"female","current student","no",2,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,5,3,4,4,3,4,4,4,4,4,4,4,4,3,2,2,2,3,2
"463",19,"female","part-time","no",5,4,5,4,5,5,4,5,4,5,4,5,5,5,5,5,4,5,4,5,4,5,4,4,4,5,4,5,5,4,2,1,1,1,1,1
"464",19,"female","searching for employment","no",5,2,2,2,4,4,5,4,4,5,5,4,5,3,3,5,5,5,5,4,5,5,4,5,3,5,3,2,5,4,5,4,2,5,3,2
"465",22,"male","current student","no",1,4,4,4,3,3,1,1,4,1,1,2,2,1,1,3,4,4,3,3,3,2,3,4,1,2,1,1,3,1,5,5,2,5,5,3
"466",21,"male","current student","no",3,4,2,4,5,5,4,2,5,4,5,5,5,5,4,4,5,5,3,4,4,4,4,5,4,4,5,5,4,4,1,1,2,2,2,2
"467",20,"female","current student","no",1,2,2,2,3,4,2,2,2,5,4,4,2,4,2,5,3,4,4,2,1,2,3,2,4,4,2,3,3,3,4,4,4,4,4,2
"468",21,"other","current student","no",5,4,5,4,5,4,4,3,4,5,5,4,4,5,4,4,5,4,3,4,4,4,5,4,4,4,4,4,4,4,4,2,2,2,2,2
"469",20,"female","current student","no",5,2,3,3,3,3,5,5,3,3,3,2,3,3,1,3,4,4,4,4,5,4,5,4,3,4,4,3,3,3,4,4,2,3,4,2
"470",19,"female","part-time","no",2,4,4,2,4,4,4,5,3,5,4,4,5,5,3,4,4,4,4,4,4,4,3,5,2,3,3,2,3,4,4,3,2,4,4,4
"471",21,"female","current student","no",4,4,4,1,4,2,5,1,5,4,5,4,5,5,5,5,3,5,2,3,2,4,4,5,4,5,4,4,3,4,4,3,1,3,3,3
"472",19,"male","current student","no",3,4,4,3,4,4,4,2,4,4,2,4,3,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,1,4,4,1,1,3
"473",24,"male","current student","no",2,3,3,2,3,3,4,4,4,4,4,3,3,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,3,2,2,3,2,3,3
"474",54,"male","employed","no",3,1,3,4,3,2,1,4,4,4,5,4,4,5,5,5,2,3,2,2,2,1,1,3,4,5,4,3,4,4,2,3,2,2,2,2
"475",65,"male","employed","no",4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,3,3,3,4,4,2,3,2,3,3,3
"476",36,"female","employed","no",4,5,4,2,4,4,5,4,5,5,5,5,4,4,4,5,4,5,4,4,4,5,4,5,4,5,4,4,4,4,1,1,1,1,2,1
"477",21,"female","current student","no",4,4,4,4,4,5,5,3,5,5,5,4,5,5,5,5,5,5,4,4,4,5,3,4,4,5,5,5,5,4,1,2,2,1,2,1
"478",27,"female","current student","no",2,4,5,2,3,5,2,1,4,5,4,4,3,5,4,1,4,5,2,4,5,4,2,4,4,1,4,4,4,4,3,4,4,2,4,3
"479",27,"female","employed","no",2,3,4,4,4,3,4,4,4,3,4,4,4,4,4,1,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,3,3,3,4,2
"480",26,"female","current student","no",2,4,4,3,5,5,5,2,5,5,4,4,4,5,4,3,5,5,5,5,5,4,5,4,4,4,4,4,4,4,3,1,4,2,2,2
"481",22,"female","employed","no",2,4,4,4,4,4,4,5,4,5,5,4,4,5,4,5,4,4,3,4,3,2,4,4,4,4,4,4,5,4,2,1,1,2,2,2
